Blog	four	second	available	here	kids	k	music	until	example	want	feature	wrong	series	re	wasn	service	needed	project	person	tech	came	net	result	best	asked	much	life	worked	things	had	possible	right	old	people	o	support	call	happy	full	inside	later	time	team	along	love	working	awesome	such	data	so	years	didn	internet	million	quite	open	future	san	say	saw	note	take	knew	ways	madison	going	where	sites	jobs	many	wants	photos	technology	summer	being	around	traffic	world	power	industry	favorite	mean	her	gone	am	original	tv	th	large	small	past	hours	experience	company	science	learn	sense	its	always	found	really	research	major	also	play	plan	sometimes	set	see	whole	community	recent	using	couple	d	continue	anything	into	link	line	posted	up	us	ago	having	try	video	let	great	makes	next	process	high	move	books	could	start	system	face	should	hope	means	stuff	email	co	ve	site	android	off	less	web	five	become	doing	building	chance	above	told	word	work	after	office	then	them	network	created	another	do	away	com	easy	photo	thanks	night	security	post	months	book	way	war	test	update	together	global	change	live	car	write	product	remember	still	now	drop	year	space	looking	shows	care	yourself	message	than	online	america	only	between	article	comes	learning	these	media	thinking	real	read	early	amp	business	aren	lot	trying	since	month	very	family	takes	history	tried	help	actually	systems	beyond	event	issue	reason	put	american	miss	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	run	within	similar	doesn	go	does	facebook	button	click	following	products	started	control	links	software	including	ask	times	wrote	exactly	need	able	based	course	she	state	key	problem	well	page	twitter	home	he	piece	star	stay	friends	companies	likely	even	tips	ever	never	tell	give	answer	think	before	personal	better	weeks	went	side	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	if	make	left	human	yes	yet	save	deal	popular	super	down	did	box	visit	making	may	grow	man	maybe	talk	nbsp	group	interesting	main	morning	thing	first	long	little	anyone	were	especially	show	behind	black	get	nearly	enough	reading	across	according	those	eventually	different	pay	same	running	money	either	images	videos	general	again	important	u	starting	forget	public	search	two	hour	huge	share	needs	coming	already	through	good	everyone	house	hard	idea	done	least	part	believe	john	built	build	most	find	please	point	simple	simply	create	understand	fun	itself	development	yesterday	spent	spend	big	bit	google	often	back	forward	single	entire	body	others	account	ll	day	red	text	national	taking	almost	thought	latest	add	works	buy	minutes	under	every	would	phone	must	me	join	keep	end	writers	over	writing	each	got	free	wanted	days	top	too	took	talking	though	watch	amazon	report	however	news	been	several	social	gave	specific	everything	head	check	no	focus	cool	level	says	goes	water	today	trump	information	happened	name	turn	place	any	ideas	sure	true	review	come	case	myself	someone	week	without	seems	blog	there	follow	far	worst	list	design	version	known	rather	short	might	number	friday	feel	story	kind	nothing	his	hit	b	him	art	recently	attention	became	questions	question	fast	called	nice	users	once	issues	include	apple	app	use	few	women	something	united	six	instead	related	our	york	their	which	who	why	looked	ones	words	view	stories	job	last	gets	know	because	lead	getting	own	apps	made	other
mezzoblue	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	5	2	0	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
Matt Cutts: Gadgets, Google, and SEO	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	1	0	4	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	2	0	0	0	3	1	0	0	0	1	0	0	0	0	0	6	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	1	0	1	2	0	0	0	0	2	0	1	0	0	0	1	0	1	0	1	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Huffington Post | The Full Feed	6	6	1	11	3	0	1	6	6	28	1	4	1	23	2	2	1	2	11	0	7	2	3	14	5	16	27	1	11	39	3	19	8	38	0	7	7	4	3	3	5	38	4	4	20	14	0	14	1	33	22	9	1	3	0	9	6	1	12	1	0	22	2	15	2	10	18	2	3	25	2	0	1	10	17	14	0	18	3	3	1	3	27	3	10	2	1	2	4	3	3	3	10	3	7	7	3	45	7	5	10	9	4	41	3	5	6	7	16	3	7	5	2	5	10	7	8	35	1	3	3	35	23	8	1	13	1	8	1	6	9	11	8	1	0	27	1	1	3	20	8	8	0	3	3	8	6	1	16	4	0	4	7	6	3	3	1	7	3	21	43	5	16	18	0	3	10	25	14	5	1	4	0	6	1	34	7	6	24	4	6	0	5	3	6	9	1	3	0	3	14	11	3	26	2	2	2	3	6	2	28	2	12	22	11	3	6	8	19	8	1	12	9	3	21	10	2	10	3	12	2	12	6	2	3	7	13	4	3	6	2	3	7	9	8	3	1	1	4	14	0	2	3	3	11	4	10	15	1	33	0	3	3	3	5	13	11	7	3	0	2	4	1	3	5	0	1	6	6	10	4	2	7	4	8	7	29	15	1	2	10	1	3	13	48	1	12	8	9	0	12	26	2	5	7	5	24	4	12	11	34	7	5	7	7	1	10	2	8	5	3	27	11	8	1	4	27	8	3	2	27	35	25	5	6	4	14	2	11	2	0	15	14	2	3	6	75	0	3	5	5	0	9	4	3	4	8	15	13	13	6	27	2	5	6	8	16	0	4	4	7	7	16	2	11	3	16	1	6	6	1	0	5	5	7	13	0	2	11	0	11	3	1	6	4	5	3	9	14	1	5	6	6	2	6	10	9	6	2	1	28	24	1	12	4	5	2	3	1	2	2	0	0	4	8	0	3	8	14	2	3	1	3	13	2	5	19	2	0	10	10	4	3	0	2	3	2	2	7	13	26	2	8	38	2	6	11	2	19	10	8	3	2	17	18	4	12	7	4	5	3	2	2	7	4	22	8	17	1	0	3	2	4	40	4	1	4	13	5	3	9	13	2	3	4	2	12	7	4	4	7	5	10	2	7	5	12	5	2	1	29	1	12	4	12	0	0	6	6	7	14	4	1	6	4	4	3	34	1	0	10	0	8	2	3	7	6	2	6	6	2	4	2	8	0	0	33	7	15	20	9	5	7	1	63	8	63	31	62	9	2	8	5	0	6	4	12	1	19	27	6	7	5	0	11	24
Joel on Software	4	1	4	7	0	0	1	3	4	25	14	0	1	36	1	0	3	6	1	0	2	0	0	5	2	8	1	3	22	12	3	6	4	45	0	1	4	3	4	2	1	20	11	0	4	5	3	2	0	59	7	9	5	6	2	10	3	1	3	2	0	7	1	2	0	11	11	4	11	7	2	0	1	0	6	11	1	10	1	3	0	2	0	2	2	2	0	2	3	4	0	4	2	10	0	2	1	2	4	6	15	0	3	4	1	2	6	4	8	3	2	0	15	1	3	4	2	17	0	4	2	45	15	0	1	3	0	11	26	10	6	12	1	4	0	16	8	15	1	8	1	2	5	2	2	7	6	2	6	2	4	3	0	4	3	0	0	1	2	22	5	5	9	30	4	0	0	25	1	0	4	0	1	0	2	4	9	0	15	2	0	1	3	0	2	1	3	2	14	1	8	12	0	7	1	0	1	2	2	0	18	3	1	7	4	0	1	2	10	0	3	2	5	3	6	8	2	16	8	8	3	9	2	0	0	3	9	12	1	0	1	0	1	2	0	1	0	0	4	1	1	2	1	2	10	4	7	9	1	6	5	1	1	1	2	9	13	2	0	1	2	0	2	4	9	0	44	0	18	1	1	2	15	3	2	2	0	0	0	2	6	2	2	1	1	0	0	0	0	12	3	21	0	2	10	3	2	6	11	5	1	12	1	2	3	1	1	16	3	1	2	22	7	4	5	5	3	0	0	9	0	33	21	1	2	2	2	0	0	2	3	8	5	0	7	6	7	2	0	3	1	22	1	2	1	0	8	19	6	10	3	13	1	1	1	0	32	2	3	2	0	0	14	4	9	11	4	3	21	4	0	0	0	0	1	0	5	1	4	6	12	0	2	1	3	1	9	3	6	5	0	5	8	6	1	2	2	0	7	8	13	11	2	7	2	1	2	3	0	3	4	0	3	2	14	8	3	5	5	0	5	1	0	2	0	10	10	0	0	0	1	3	7	0	7	5	4	4	1	24	12	1	1	12	1	7	2	0	8	6	5	10	11	4	6	2	9	2	1	6	1	1	1	0	3	10	2	2	0	1	12	0	2	6	0	1	1	1	0	2	9	0	0	0	0	1	4	19	9	7	1	1	5	3	1	1	1	5	2	5	23	1	0	2	6	2	10	2	1	3	17	7	0	4	2	10	0	0	1	1	1	16	1	0	2	6	2	3	8	1	13	2	0	0	1	3	11	9	0	9	0	3	0	1	32	1	23	32	19	9	3	0	4	3	0	18	2	1	12	19	2	9	8	0	4	15
WIL WHEATON dot NET	1	1	4	6	2	0	2	4	2	23	1	0	3	10	3	0	4	0	1	0	1	1	2	5	1	8	5	0	8	6	1	4	2	7	0	0	0	0	0	0	2	16	1	1	9	1	3	0	0	25	3	3	0	0	0	0	1	0	2	0	1	5	1	1	0	14	7	0	0	3	2	0	0	3	2	0	0	1	1	1	0	2	0	1	5	1	0	2	0	0	0	1	0	1	0	1	0	3	1	1	9	0	0	8	13	2	0	1	8	7	0	0	0	2	10	1	2	6	0	0	0	17	10	0	0	1	0	6	1	1	1	2	3	0	4	3	0	0	0	5	2	2	4	2	1	16	0	0	4	0	0	0	0	6	0	1	0	1	0	10	6	1	7	5	0	2	2	13	0	2	0	0	1	5	0	1	6	10	5	0	2	0	4	0	2	1	0	3	1	4	4	7	0	5	0	5	0	0	2	0	6	1	0	2	2	0	0	2	8	0	0	3	3	1	4	0	0	3	0	2	0	3	2	0	1	1	3	1	0	0	0	0	0	1	3	0	0	1	2	1	0	0	3	4	6	2	2	3	5	1	0	20	2	1	0	1	6	3	0	0	0	3	0	1	0	1	0	2	2	0	1	1	6	2	1	1	0	0	0	0	2	0	0	1	9	0	0	4	0	0	2	4	0	2	2	0	3	0	7	3	0	1	1	3	1	0	6	0	1	0	2	6	15	1	0	0	1	2	0	2	0	21	4	2	0	0	1	2	0	0	1	5	5	0	0	3	4	0	0	2	0	1	1	1	0	1	9	4	1	2	4	3	1	7	0	1	10	2	2	2	1	1	5	1	0	1	3	0	2	0	0	1	0	1	4	0	1	0	0	0	7	0	2	3	3	1	0	1	10	4	0	1	0	4	1	4	2	0	0	0	7	5	5	1	0	0	1	0	5	0	1	1	1	0	0	1	0	1	4	1	3	0	7	0	0	12	6	0	0	0	2	1	2	0	0	1	3	3	0	1	5	0	5	25	0	3	5	0	1	3	4	9	1	5	1	1	3	0	1	2	3	0	0	1	0	10	1	0	1	1	0	1	1	2	2	1	0	0	1	0	3	0	2	2	0	1	1	6	2	2	0	0	3	1	2	0	5	3	0	1	2	0	1	2	1	0	0	0	3	0	0	0	0	4	4	2	1	4	0	0	3	0	0	2	4	0	0	1	2	0	0	2	0	1	0	0	0	1	0	6	0	0	1	0	10	0	5	10	11	2	0	0	2	1	1	2	3	0	11	7	0	2	3	0	5	5
Untitled_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quick Online Tips	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	1	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	9	0	2	0	9	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	13	0	0	1	0	3	0	1	0	0	0	0	0	1	20	0	0	0	0	0	0	2	3	0	0	0	4	1	0	0	0	0	0	7	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	3	1	0	0	0	0	3	9	0	0	0	0	0	0	0	0	4	6	0	2	0	21	0	0	1	4	0	0	20	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	1	13	4	1	0	1	1	0	6	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	6	11	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	2	0	1	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	6	1	2	0	2	3	0	0	0	0	0	0	0	0	0	1	23	0	0	0	0	0	0	1	0	23	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	7	1	0	0	0	10	6	0	0	0	0	0	0	24	3	0	0	3	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Untitled_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Derek Powazek	0	0	1	6	1	0	0	0	0	1	0	1	0	7	1	0	0	0	0	1	1	0	0	1	0	1	5	1	1	3	1	4	2	2	0	0	1	4	1	0	1	4	0	1	1	0	1	0	0	7	5	1	1	0	0	1	0	2	3	0	0	1	1	1	0	4	0	0	0	1	0	2	0	1	0	1	0	3	0	0	0	0	9	2	3	0	0	0	0	2	0	0	0	1	0	0	0	1	4	1	2	0	0	2	0	0	0	0	3	0	3	0	1	4	2	4	1	4	2	0	1	11	4	2	0	1	0	1	5	0	1	1	1	0	0	1	0	0	1	1	2	0	1	0	0	11	2	0	1	1	1	0	0	1	0	1	0	0	3	3	4	0	7	2	1	0	3	7	1	1	2	0	0	2	0	3	2	6	0	0	0	1	1	0	1	2	1	3	1	0	4	10	0	4	0	1	0	0	1	0	2	2	0	1	4	0	1	0	2	2	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	8	0	1	0	1	0	1	0	0	0	1	0	1	2	1	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	2	0	0	0	0	1	1	1	1	1	1	0	1	7	0	1	0	2	1	1	0	5	0	0	0	2	0	0	1	0	1	3	0	0	1	4	1	0	0	2	3	0	1	0	1	0	0	1	4	12	0	3	1	3	1	0	4	0	9	1	1	0	1	1	0	1	0	0	2	4	1	1	0	0	0	1	1	3	0	0	0	0	2	4	3	1	7	0	2	2	3	0	1	6	0	5	4	0	0	1	0	0	0	3	0	3	0	0	0	0	2	0	0	0	1	0	0	9	0	0	1	0	1	1	1	1	1	0	3	0	1	0	2	0	0	0	0	2	1	0	0	1	1	2	0	0	2	0	0	3	0	1	0	0	2	2	1	1	0	1	0	0	4	2	0	0	0	1	1	1	0	0	0	1	1	1	3	0	0	1	15	0	0	0	3	5	2	1	1	0	0	4	2	2	3	1	0	1	0	0	0	1	8	0	0	2	0	2	0	0	2	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	3	0	0	1	7	1	0	0	0	1	0	0	0	1	1	1	2	5	3	1	0	3	1	0	2	0	0	0	1	1	0	1	0	2	0	2	2	1	0	0	0	5	0	8	0	2	0	0	3	0	4	2	1	1	1	0	0	0	1	1	7	2	6	3	0	2	2	0	2	3
Jeremy Zawodny's blog	1	3	2	6	0	0	0	4	0	3	0	5	1	5	2	2	2	0	2	0	1	2	2	2	4	4	1	3	5	17	2	5	0	6	0	0	1	2	3	1	2	23	3	5	0	4	2	3	4	23	8	11	2	0	1	0	2	3	6	2	4	3	3	0	0	8	8	0	0	3	2	5	0	0	4	3	0	1	0	1	2	1	1	1	4	1	0	0	2	5	0	0	1	2	0	0	0	0	1	1	12	0	0	7	0	0	0	4	10	1	0	2	4	2	13	0	2	9	0	14	0	24	28	6	5	4	0	0	2	4	5	0	6	0	1	13	1	1	1	6	0	1	2	3	0	7	1	0	5	1	0	0	0	2	0	2	3	2	0	6	11	1	16	7	4	0	4	6	4	0	0	0	2	2	0	2	0	1	13	0	1	0	2	0	1	0	0	2	1	3	4	5	2	2	0	2	0	0	1	0	4	0	0	7	2	0	0	0	1	1	1	1	3	0	0	4	0	7	3	7	0	16	0	0	0	1	5	1	0	1	0	2	1	2	0	2	0	3	1	2	3	0	0	6	4	1	0	6	2	1	0	0	1	0	0	1	9	3	0	0	0	1	0	1	2	0	0	0	1	3	1	2	5	0	0	3	2	0	0	2	7	0	1	1	9	0	0	0	0	0	2	4	0	3	3	0	3	0	3	12	0	2	2	6	1	1	0	0	1	0	2	1	6	1	0	6	2	1	3	1	0	18	4	4	0	0	2	0	0	0	0	25	7	1	2	1	5	2	0	3	3	0	4	3	0	0	3	13	10	2	2	24	2	0	4	0	16	0	2	4	8	0	2	2	1	0	3	1	0	3	0	2	0	0	4	0	0	1	2	1	6	1	0	0	0	3	1	2	6	4	0	5	2	0	0	0	0	0	0	1	8	2	3	4	0	2	0	1	3	1	3	2	1	0	0	11	0	2	16	3	1	3	0	3	0	8	8	0	0	0	1	0	0	0	0	0	3	4	0	1	8	0	3	17	0	2	5	0	9	0	5	8	1	0	0	4	5	6	0	1	1	0	0	3	0	6	3	1	3	2	2	1	2	5	0	1	0	0	0	13	3	0	1	2	3	4	1	2	0	3	0	0	1	1	3	0	4	1	3	3	19	1	2	0	1	0	0	1	1	3	2	2	0	1	0	0	0	10	0	1	4	0	2	0	0	1	0	3	2	3	2	1	0	0	0	0	10	13	0	7	0	0	3	1	22	0	13	9	5	5	1	0	0	1	1	1	2	1	5	6	4	6	0	0	7	8
Untitled_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
